ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjmad8u6p4tf70780szjuvuhv,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01261.jpg?alt=media&token=6cbf7c58-e4fc-41f5-8773-bfe604ffd88d,"{""Cube"":[{""geometry"":[{""x"":84,""y"":56},{""x"":84,""y"":1},{""x"":188,""y"":1},{""x"":188,""y"":56}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435238000,3.065,01261.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad8u6p4tf70780szjuvuhv
cjmad8wwq4tgs0780boli2mla,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01262.jpg?alt=media&token=a8834345-bb80-4615-9e40-3267f646fa15,"{""Cube"":[{""geometry"":[{""x"":96,""y"":64},{""x"":96,""y"":2},{""x"":204,""y"":2},{""x"":204,""y"":64}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435242000,3.317,01262.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad8wwq4tgs0780boli2mla
cjmad907zecpr0728o5y8psvi,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01263.jpg?alt=media&token=67714656-60a8-4eb7-b467-d21a03071b26,"{""Cube"":[{""geometry"":[{""x"":124,""y"":82},{""x"":124,""y"":2},{""x"":232,""y"":2},{""x"":232,""y"":82}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435246000,4.436,01263.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad907zecpr0728o5y8psvi
cjmad92gf4tj407809jcvacv6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01264.jpg?alt=media&token=b664f922-b02a-4e83-ad00-af82a26f4c7c,"{""Cube"":[{""geometry"":[{""x"":110,""y"":88},{""x"":110,""y"":3},{""x"":222,""y"":3},{""x"":222,""y"":88}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435249000,2.758,01264.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad92gf4tj407809jcvacv6
cjmad95104tki0780g5ut0za8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01265.jpg?alt=media&token=f2597e56-5d72-4096-909f-90b8e3b17537,"{""Cube"":[{""geometry"":[{""x"":127,""y"":74},{""x"":127,""y"":2},{""x"":222,""y"":2},{""x"":222,""y"":74}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435252000,3.305,01265.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad95104tki0780g5ut0za8
cjmad97ycecsz0728iex6x53q,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01266.jpg?alt=media&token=6b020901-be7a-4820-9087-37bde21cf06d,"{""Cube"":[{""geometry"":[{""x"":104,""y"":86},{""x"":104,""y"":3},{""x"":212,""y"":3},{""x"":212,""y"":86}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435256000,3.823,01266.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad97ycecsz0728iex6x53q
cjmad9ad9ectp0728fqebydx6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01267.jpg?alt=media&token=bb30cc46-1273-49eb-a48b-385ade74eedb,"{""Cube"":[{""geometry"":[{""x"":113,""y"":89},{""x"":113,""y"":1},{""x"":213,""y"":1},{""x"":213,""y"":89}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435259000,3.176,01267.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9ad9ectp0728fqebydx6
cjmad9gmsecwk0728q7vjsvwl,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01268.jpg?alt=media&token=59136b99-6e8b-4269-8c45-2a3f572852ca,"{""Cube"":[{""geometry"":[{""x"":187,""y"":71},{""x"":95,""y"":71},{""x"":95,""y"":0},{""x"":187,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435267000,8.139,01268.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9gmsecwk0728q7vjsvwl
cjmad9j1lecy60728cplegxpf,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01269.jpg?alt=media&token=0ea1cdd6-f9a3-4c34-aa72-9f679fc307d1,"{""Cube"":[{""geometry"":[{""x"":103,""y"":69},{""x"":103,""y"":2},{""x"":196,""y"":2},{""x"":196,""y"":69}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435271000,3.122,01269.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9j1lecy60728cplegxpf
cjmad9lb4ecyz0728vtzqv6c9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01270.jpg?alt=media&token=8e867dc6-1f37-40a3-921b-fb6a6270f485,"{""Cube"":[{""geometry"":[{""x"":128,""y"":53},{""x"":128,""y"":0},{""x"":219,""y"":0},{""x"":219,""y"":53}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435274000,2.924,01270.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9lb4ecyz0728vtzqv6c9
cjmad9ntfed0e0728bpqj477m,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01271.jpg?alt=media&token=9936af39-7ddb-48d2-918b-68ca51f04755,"{""Cube"":[{""geometry"":[{""x"":92,""y"":106},{""x"":92,""y"":0},{""x"":193,""y"":0},{""x"":193,""y"":106}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435277000,3.206,01271.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9ntfed0e0728bpqj477m
cjmad9qgt4ts60780febweimx,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01272.jpg?alt=media&token=d712ca16-ac1f-4c32-9c1c-f1d8529eeca5,"{""Cube"":[{""geometry"":[{""x"":94,""y"":81},{""x"":94,""y"":0},{""x"":208,""y"":0},{""x"":208,""y"":81}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435280000,3.422,01272.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9qgt4ts60780febweimx
cjmad9t0jed200728est74qi3,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01273.jpg?alt=media&token=f2a98b92-8bd7-4f2b-a51a-24bf946c592b,"{""Cube"":[{""geometry"":[{""x"":110,""y"":94},{""x"":110,""y"":1},{""x"":227,""y"":1},{""x"":227,""y"":94}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435283000,3.311,01273.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9t0jed200728est74qi3
cjmad9yzied5707284inf8qw8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01274.jpg?alt=media&token=eb192c9a-1f69-4f56-8088-d68cf275e0e1,"{""Cube"":[{""geometry"":[{""x"":108,""y"":95},{""x"":108,""y"":1},{""x"":233,""y"":1},{""x"":233,""y"":95}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435291000,7.715,01274.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmad9yzied5707284inf8qw8
cjmada5by4txn07804oymhtru,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01275.jpg?alt=media&token=bfbe2edb-22e4-48eb-a4f9-b6a5fc69c2e6,"{""Cube"":[{""geometry"":[{""x"":197,""y"":111},{""x"":68,""y"":111},{""x"":68,""y"":0},{""x"":197,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435299000,8.185,01275.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmada5by4txn07804oymhtru
cjmada90n4u0j0780tnpbg80i,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01276.jpg?alt=media&token=43020c1e-f7ca-4fa9-a7a3-ba8cb2159c00,"{""Cube"":[{""geometry"":[{""x"":81,""y"":92},{""x"":81,""y"":1},{""x"":210,""y"":1},{""x"":210,""y"":92}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435304000,4.787,01276.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmada90n4u0j0780tnpbg80i
cjmadad24ed9k0728y693szkq,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01277.jpg?alt=media&token=8d3383da-750d-4b4f-bcff-024eff44b88e,"{""Cube"":[{""geometry"":[{""x"":60,""y"":107},{""x"":60,""y"":0},{""x"":189,""y"":0},{""x"":189,""y"":107}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435309000,5.218,01277.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadad24ed9k0728y693szkq
cjmadaq5u4u5o07809u63wir2,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01293.jpg?alt=media&token=74a7f46d-07c8-4507-8b1a-35412dcfe814,"{""Cube"":[{""geometry"":[{""x"":25,""y"":0},{""x"":25,""y"":166},{""x"":208,""y"":166},{""x"":208,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435326000,16.733,01293.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadaq5u4u5o07809u63wir2
cjmadb3haedhs0728601qzydm,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01294.jpg?alt=media&token=b601a96c-0649-4d35-b8c3-0447a93c73ab,"{""Cube"":[{""geometry"":[{""x"":69,""y"":145},{""x"":69,""y"":1},{""x"":229,""y"":1},{""x"":229,""y"":145}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435344000,17.442,01294.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadb3haedhs0728601qzydm
cjmadb6vu4uc507805kr2e192,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01295.jpg?alt=media&token=8387014d-c786-4108-95e9-fa8af7b13294,"{""Cube"":[{""geometry"":[{""x"":67,""y"":0},{""x"":67,""y"":101},{""x"":204,""y"":101},{""x"":204,""y"":0}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435348000,4.438,01295.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadb6vu4uc507805kr2e192
cjmadba6f4udz0780yf26szup,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01296.jpg?alt=media&token=28dd2fa7-fa9b-4c4c-901f-e0cc7fb0d2f1,"{""Cube"":[{""geometry"":[{""x"":91,""y"":87},{""x"":91,""y"":1},{""x"":208,""y"":1},{""x"":208,""y"":87}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435352000,4.219,01296.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadba6f4udz0780yf26szup
cjmadbcmdedlt07288szjxqg6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01297.jpg?alt=media&token=def5ca9c-ac5e-4e3c-a340-5f983e686d86,"{""Cube"":[{""geometry"":[{""x"":67,""y"":54},{""x"":67,""y"":2},{""x"":182,""y"":2},{""x"":182,""y"":54}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435356000,3.18,01297.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbcmdedlt07288szjxqg6
cjmadbgbaedn90728jqdas4tv,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01316.jpg?alt=media&token=c55138b3-3d15-4a03-b210-6bd77a18cc56,"{""Cube"":[{""geometry"":[{""x"":56,""y"":111},{""x"":56,""y"":0},{""x"":223,""y"":0},{""x"":223,""y"":111}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435360000,4.745,01316.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbgbaedn90728jqdas4tv
cjmadbjgf4ui40780m74xvs8k,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01317.jpg?alt=media&token=6a4a4a77-4839-4d53-bb36-d2fff8a57265,"{""Cube"":[{""geometry"":[{""x"":87,""y"":136},{""x"":87,""y"":6},{""x"":229,""y"":6},{""x"":229,""y"":136}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435364000,4.028,01317.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbjgf4ui40780m74xvs8k
cjmadblp9edqg0728zwjdjoam,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01318.jpg?alt=media&token=c99b46c7-443b-450a-96d9-cf313761abd6,"{""Cube"":[{""geometry"":[{""x"":141,""y"":88},{""x"":141,""y"":1},{""x"":249,""y"":1},{""x"":249,""y"":88}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435367000,2.941,01318.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadblp9edqg0728zwjdjoam
cjmadbo6q4ulp078000phwb8n,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01330.jpg?alt=media&token=fd5bc7d3-dd5b-4839-bd5e-cd686f0c1a19,"{""Cube"":[{""geometry"":[{""x"":187,""y"":38},{""x"":187,""y"":0},{""x"":252,""y"":0},{""x"":252,""y"":38}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435371000,3.182,01330.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbo6q4ulp078000phwb8n
cjmadbs0v4uo707808cpd1r4w,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01331.jpg?alt=media&token=35358ddd-aa69-4794-873b-b023553c4669,"{""Cube"":[{""geometry"":[{""x"":222,""y"":3},{""x"":222,""y"":56},{""x"":284,""y"":56},{""x"":284,""y"":3}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435376000,4.978,01331.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbs0v4uo707808cpd1r4w
cjmadbvn54uqc0780w9q4gfl8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01534.jpg?alt=media&token=33e27f48-8207-44e8-bcf5-227644a60c5a,"{""Cube"":[{""geometry"":[{""x"":51,""y"":91},{""x"":51,""y"":0},{""x"":219,""y"":0},{""x"":219,""y"":91}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435380000,4.644,01534.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbvn54uqc0780w9q4gfl8
cjmadbxwi4uss0780ka5sbbm5,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01333.jpg?alt=media&token=6e65f523-33ad-43b4-8910-57b2eabc516a,"{""Cube"":[{""geometry"":[{""x"":168,""y"":41},{""x"":168,""y"":0},{""x"":232,""y"":0},{""x"":232,""y"":41}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435383000,2.894,01333.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadbxwi4uss0780ka5sbbm5
cjmadc7kdee000728p31rh56d,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjmacxyase88h0728ibuxr243%2Fb7914739-caff-4df5-aacf-fe4ba3bdf3c6%2F01342.jpg?alt=media&token=fc7b7f66-dfb5-4278-91c6-e047b2f90ba3,"{""Cube"":[{""geometry"":[{""x"":55,""y"":2},{""x"":55,""y"":63},{""x"":124,""y"":63},{""x"":124,""y"":2}]},{""geometry"":[{""x"":602,""y"":141},{""x"":602,""y"":227},{""x"":640,""y"":227},{""x"":640,""y"":141}]}]}",vatanaksoytezer@gmail.com,Explore the example project,1537435396000,12.545,01342.jpg,,Power-Cubes,[],https://image-segmentation-v4.labelbox.com?project=cjmacxybi4pxl0780cqk0o2n0&label=cjmadc7kdee000728p31rh56d
